id_emprestimo,id_usuario,id_livro,data_emprestimo,data_devolucao
9232,5579,3899,2026-03-10,2026-03-12
9233,329,2870,2025-12-27,
9234,6413,4861,2026-04-13,
9235,7242,3278,2026-02-27,2026-03-17
9236,8931,4950,2026-02-28,2026-03-20
9237,9859,4912,2026-03-19,2026-04-01
9238,6069,3591,2025-07-27,2025-07-30
9239,50,790,2025-11-05,
9240,1228,553,2026-01-16,2026-02-14
9241,1359,4833,2026-01-21,2026-02-14
9242,9987,482,2025-07-25,2025-08-15
9243,5304,1154,2025-11-05,2025-11-07
9244,5251,3380,2025-12-16,
9245,9874,4861,2026-05-14,2026-06-13
9246,1119,534,2025-11-06,2025-11-09
9247,7881,4906,2025-07-01,2025-07-19
9248,3496,1647,2025-06-28,2025-07-17
9249,8040,3180,2025-11-18,
9250,5584,137,2026-03-18,
9251,176,3423,2026-01-25,
9252,7950,4962,2026-01-04,2026-01-17
9253,8204,4620,2025-10-17,2025-10-18
9254,5918,972,2026-04-14,2026-04-19
9255,8671,1652,2026-05-27,
9256,9285,4755,2026-01-02,2026-01-23
9257,4881,4188,2026-05-08,2026-05-23
9258,5050,279,2025-06-20,2025-06-24
9259,9912,4398,2026-04-30,2026-05-10
9260,9079,2295,2025-12-14,2026-01-07
9261,8944,1596,2026-01-23,2026-02-08
9262,2060,1006,2025-07-30,2025-08-21
9263,2586,3113,2026-03-26,2026-04-07
9264,1592,4369,2025-08-17,2025-09-11
9265,6163,3664,2026-03-18,2026-03-20
9266,4014,2239,2026-03-19,2026-03-20
9267,8070,414,2026-01-04,2026-01-27
9268,1844,2094,2025-11-18,2025-12-05
9269,7344,2580,2025-10-07,2025-10-10
9270,3687,2687,2026-04-26,2026-05-07
9271,8957,986,2026-04-04,2026-05-04
9272,1723,552,2025-08-05,
9273,5277,2458,2025-12-26,2025-12-30
9274,3426,895,2025-12-10,2025-12-25
9275,2754,271,2026-01-06,2026-01-23
9276,3238,3364,2026-02-16,2026-03-03
9277,4262,3685,2026-03-30,2026-04-13
9278,1926,748,2025-09-15,2025-09-28
9279,3650,3598,2025-10-07,2025-11-01
9280,3230,2391,2025-12-18,
9281,4221,1489,2026-05-30,2026-06-06
9282,564,1208,2026-05-28,2026-06-12
9283,6565,3016,2025-10-10,2025-11-08
9284,4076,3788,2025-11-24,2025-11-29
9285,5304,2001,2026-04-26,2026-05-11
9286,1319,4117,2025-12-06,2025-12-10
9287,9141,2757,2025-10-31,2025-11-02
9288,78,1963,2026-02-07,2026-03-04
9289,3450,4634,2026-03-05,
9290,9241,288,2025-08-02,
9291,2002,2009,2025-07-31,2025-08-18
9292,1564,738,2025-10-06,2025-10-17
9293,8518,4098,2025-08-26,2025-09-20
9294,5680,108,2025-10-03,2025-10-14
9295,2707,598,2025-10-15,2025-11-08
9296,5149,3095,2026-04-17,
9297,5994,1855,2026-03-09,2026-03-13
9298,6994,2687,2025-08-06,2025-08-09
9299,6452,3648,2025-07-12,2025-07-29
9300,5176,1063,2026-05-14,2026-06-05
9301,455,1149,2026-01-20,2026-01-31
9302,4948,1663,2025-09-27,2025-10-02
9303,8092,134,2026-06-08,2026-06-28
9304,7127,1050,2025-12-18,2025-12-19
9305,9272,1898,2026-05-05,2026-05-22
9306,5684,190,2026-04-07,2026-04-20
9307,7395,908,2025-11-28,2025-12-09
9308,781,2595,2025-11-24,
9309,81,1528,2026-03-21,2026-04-05
9310,3580,300,2025-06-15,2025-07-14
9311,3395,2789,2026-05-11,
9312,119,4937,2026-04-05,2026-04-07
9313,8759,3386,2025-07-14,2025-08-09
9314,6677,3905,2026-04-09,2026-05-04
9315,4587,402,2025-11-15,
9316,617,4876,2025-07-18,2025-07-24
9317,9415,2575,2025-08-17,2025-09-07
9318,6876,4119,2026-04-06,2026-04-19
9319,2786,3116,2025-10-27,
9320,2663,2456,2025-12-09,2025-12-13
9321,6844,3903,2025-08-05,2025-08-07
9322,535,4717,2026-01-11,2026-01-29
9323,1540,1218,2026-04-29,
9324,3843,2245,2025-09-12,2025-10-01
9325,6290,4695,2025-08-21,2025-09-10
9326,4989,4616,2025-11-23,
9327,250,1231,2026-02-21,2026-03-14
9328,5479,399,2025-12-30,2026-01-23
9329,7581,4654,2025-11-18,2025-11-30
9330,149,610,2026-04-03,2026-04-16
9331,5621,145,2026-03-20,2026-04-17
9332,461,1442,2025-12-29,2026-01-15
9333,2868,1739,2025-08-19,2025-09-01
9334,2323,4714,2026-02-04,2026-02-24
9335,6010,2321,2026-06-07,2026-06-16
9336,10141,3313,2025-10-05,2025-11-04
9337,9528,1231,2025-10-19,2025-11-12
9338,4077,535,2025-07-16,2025-07-18
9339,6364,64,2025-11-14,2025-11-15
9340,4453,2495,2025-11-11,2025-12-09
9341,3192,120,2025-11-10,2025-11-26
9342,5912,2727,2025-08-21,2025-08-25
9343,986,1856,2026-05-14,2026-06-01
9344,5348,4844,2026-05-19,
9345,6607,2496,2025-10-26,2025-11-01
9346,103,414,2026-04-12,2026-04-30
9347,4850,3838,2026-06-03,2026-06-23
9348,3829,109,2026-04-16,2026-05-02
9349,6772,3880,2025-12-17,2025-12-19
9350,9738,3845,2025-11-13,
9351,7100,4760,2025-12-30,2026-01-15
9352,981,4029,2025-08-24,2025-08-30
9353,5241,1608,2025-07-13,2025-08-05
9354,9442,2200,2025-06-30,2025-07-09
9355,4226,4415,2025-07-06,2025-07-12
9356,6646,4832,2026-05-26,2026-06-12
9357,4751,872,2025-12-16,2026-01-09
9358,4435,418,2026-03-31,2026-04-24
9359,5522,3043,2025-07-12,
9360,6289,2660,2026-02-27,
9361,10224,1497,2025-09-11,2025-10-11
9362,2581,1183,2025-12-15,2026-01-13
9363,6349,1911,2026-01-26,2026-01-27
9364,3175,3503,2026-01-01,2026-01-23
9365,9508,4841,2025-11-06,2025-11-26
9366,3343,937,2026-03-02,2026-04-01
9367,7894,1720,2025-07-29,
9368,2703,1772,2025-10-26,2025-10-30
9369,2175,2733,2025-07-25,
9370,6265,751,2025-11-03,2025-11-10
9371,2114,968,2026-05-01,
9372,6104,2627,2026-05-29,2026-06-25
9373,1289,775,2025-08-09,
9374,4403,2621,2025-11-12,2025-12-10
9375,245,4112,2025-08-02,2025-08-18
9376,3664,4277,2025-06-21,2025-07-20
9377,8535,2531,2025-10-14,2025-10-20
9378,2941,2245,2025-06-29,
9379,243,4781,2026-01-10,2026-01-16
9380,6515,853,2026-01-27,2026-02-15
9381,9573,4325,2025-06-17,
9382,5790,1899,2026-04-03,2026-04-22
9383,7474,1149,2026-01-02,2026-01-25
9384,4824,412,2026-01-18,2026-02-02
9385,9054,3592,2026-02-12,2026-02-18
9386,403,3919,2025-06-30,2025-07-19
9387,7736,4999,2025-11-03,
9388,8126,1646,2025-10-21,2025-11-18
9389,50,17,2025-09-07,2025-09-16
9390,1323,1504,2025-11-11,2025-11-19
9391,868,4291,2026-01-04,
9392,2330,3646,2025-08-05,2025-08-12
9393,9062,4592,2025-08-16,2025-08-21
9394,4217,1675,2025-11-28,
9395,1713,4320,2025-12-07,2025-12-30
9396,6118,1548,2025-08-09,2025-08-25
9397,5293,3795,2026-05-17,2026-06-09
9398,6535,1635,2026-05-29,2026-06-03
9399,8090,1931,2025-11-14,2025-11-16
9400,2130,4742,2026-05-31,2026-06-09
9401,9943,4705,2025-12-01,
9402,4283,4016,2025-12-02,
9403,6249,263,2025-12-24,2026-01-08
9404,1679,2687,2025-10-20,2025-11-19
9405,2884,1938,2026-02-12,
9406,5403,4121,2025-06-28,2025-07-13
9407,1126,1719,2026-01-25,2026-02-22
9408,8301,4178,2025-06-17,2025-07-05
9409,5369,2391,2025-08-22,2025-08-26
9410,6788,728,2026-04-12,
9411,1027,2922,2026-03-02,
9412,2199,4098,2025-06-25,2025-07-07
9413,580,3003,2025-09-25,2025-10-20
9414,3859,751,2025-12-25,2026-01-17
9415,1711,3997,2026-05-18,
9416,1958,1485,2025-10-28,2025-11-06
9417,6313,1164,2026-02-28,2026-03-01
9418,2953,4663,2025-09-13,2025-10-01
9419,8346,3704,2025-12-01,2025-12-31
9420,9511,869,2025-07-21,2025-07-25
9421,9057,2746,2026-02-04,2026-02-06
9422,1843,3084,2025-10-22,
9423,1500,897,2025-09-04,2025-10-01
9424,4464,420,2025-10-11,2025-11-02
9425,8062,4641,2025-12-13,2025-12-19
9426,6228,1121,2025-07-10,2025-08-09
9427,1889,3155,2025-10-18,2025-11-17
9428,2422,3113,2025-08-15,
9429,2650,4634,2026-01-25,2026-01-26
9430,6276,3228,2025-12-28,
9431,8863,4639,2026-05-22,
9432,7105,300,2025-08-19,2025-08-22
9433,7465,2052,2026-05-15,2026-05-21
9434,8875,1301,2026-04-15,2026-05-10
9435,7536,3824,2026-03-22,2026-04-01
9436,5228,385,2025-06-30,2025-07-07
9437,6889,4320,2025-09-11,
9438,8427,161,2026-02-26,2026-03-24
9439,2698,842,2025-10-02,
9440,1984,279,2026-02-22,2026-03-12
9441,9064,4274,2025-10-03,2025-11-01
9442,5117,4607,2025-06-24,2025-07-12
9443,5719,853,2026-06-13,2026-06-17
9444,4474,4325,2025-10-19,2025-10-25
9445,8831,3796,2026-02-24,2026-03-17
9446,5011,1753,2025-09-29,
9447,3983,4919,2025-11-27,2025-11-30
9448,4163,3932,2026-03-07,2026-04-03
9449,3702,3951,2026-04-14,
9450,7328,2437,2025-06-26,2025-07-21
9451,355,775,2026-04-11,2026-04-30
9452,4227,2612,2025-07-14,2025-08-01
9453,7063,4075,2025-07-28,2025-08-07
9454,1263,2563,2026-01-28,
9455,1397,4446,2025-09-08,
9456,6780,2513,2025-08-10,2025-08-28
9457,1422,4507,2025-10-05,2025-10-29
9458,7889,4441,2025-09-11,
9459,4630,3832,2026-02-27,2026-03-25
9460,4788,2046,2026-06-04,2026-06-07
9461,4501,4627,2026-04-21,
9462,2323,99,2026-01-04,2026-01-07
9463,4694,667,2025-08-08,2025-09-07
9464,3744,1632,2026-06-12,2026-06-25
9465,339,223,2025-12-15,2025-12-16
9466,8312,515,2025-12-20,
9467,7641,1855,2026-06-05,2026-06-24
9468,3718,4622,2025-11-23,2025-12-10
9469,1346,2345,2025-06-25,2025-07-06
9470,9955,3297,2025-11-11,
9471,2239,3909,2026-01-19,2026-02-08
9472,3001,1051,2026-01-08,2026-01-30
9473,3460,3480,2026-01-02,2026-01-09
9474,1725,915,2025-11-04,2025-11-05
9475,7301,4112,2025-11-25,2025-12-22
9476,4211,1483,2025-10-30,
9477,1150,398,2025-07-09,
9478,5297,3767,2025-12-09,2025-12-20
9479,8771,122,2026-03-16,
9480,1671,3042,2025-12-11,2026-01-09
9481,10197,685,2025-07-26,2025-08-19
9482,993,624,2026-02-20,2026-02-25
9483,1140,3796,2026-02-03,2026-02-09
9484,8453,2016,2026-03-28,2026-04-19
9485,9917,33,2025-07-05,2025-07-08
9486,1505,3121,2026-01-17,2026-01-20
9487,4749,2976,2026-01-10,2026-01-19
9488,2943,839,2025-11-15,2025-12-14
9489,5690,604,2025-08-23,2025-09-11
9490,7501,128,2025-08-30,
9491,4054,1463,2026-03-15,2026-04-05
9492,7920,1445,2026-04-29,2026-04-30
9493,1972,4622,2025-08-03,2025-08-05
9494,1747,3735,2025-11-24,2025-12-19
9495,3566,2064,2026-02-22,2026-03-24
9496,8432,3505,2025-09-08,2025-10-04
9497,3941,4084,2026-01-02,2026-01-07
9498,6782,3514,2025-12-25,2026-01-18
9499,3000,1421,2025-08-26,2025-08-28
9500,5976,3909,2025-08-23,
9501,5482,989,2026-04-25,2026-05-07
9502,2038,82,2026-03-21,
9503,2197,315,2026-03-25,2026-03-28
9504,5196,1119,2026-04-29,
9505,5578,3880,2026-05-16,2026-06-02
9506,9889,4587,2025-11-09,2025-11-13
9507,2706,4665,2026-06-02,
9508,2557,491,2025-09-14,
9509,2413,3037,2025-08-27,
9510,8906,4270,2026-03-14,2026-03-21
9511,2813,3861,2025-07-18,2025-08-01
9512,6010,3307,2026-05-17,2026-06-09
9513,8396,2287,2026-02-05,2026-02-23
9514,3089,1538,2026-02-23,2026-03-24
9515,5513,1257,2026-06-06,2026-06-29
9516,3556,3479,2025-08-28,2025-08-31
9517,8177,853,2026-03-20,2026-03-22
9518,9792,1543,2025-09-27,2025-10-15
9519,617,3777,2026-01-05,2026-01-08
9520,5897,3027,2025-10-06,2025-10-26
9521,7768,646,2026-05-17,2026-05-22
9522,593,4052,2026-01-20,2026-02-04
9523,8027,1808,2025-12-03,2025-12-21
9524,4537,1720,2025-07-08,2025-08-01
9525,1385,1805,2026-03-09,2026-03-13
9526,8271,751,2025-07-11,
9527,1766,359,2025-10-24,2025-10-31
9528,3513,23,2025-06-26,
9529,277,2421,2025-11-21,2025-11-25
9530,1361,4317,2026-06-12,2026-06-16
9531,9088,1570,2025-09-12,2025-09-29
9532,5905,66,2025-10-17,2025-11-09
9533,1415,4143,2026-02-06,
9534,7204,2841,2025-10-24,2025-11-17
9535,1449,873,2026-04-15,2026-05-01
9536,5101,4667,2025-10-18,
9537,1529,3360,2026-02-02,2026-02-26
9538,1059,1442,2025-12-18,2025-12-31
9539,7429,1982,2026-03-26,2026-03-29
9540,3012,2996,2026-02-24,2026-03-20
9541,6831,810,2026-03-17,
9542,5476,3620,2025-11-15,2025-12-08
9543,4597,1452,2026-04-14,
9544,3487,1091,2025-06-18,
9545,9194,1349,2026-03-23,2026-04-09
9546,7584,1838,2025-07-18,2025-08-07
9547,2927,3043,2025-10-30,2025-11-18
9548,4501,1546,2025-10-09,2025-11-08
9549,6669,921,2025-10-21,
9550,9207,1021,2025-10-08,2025-10-24
9551,4172,2593,2025-07-08,
9552,7799,1855,2025-08-21,2025-09-02
9553,2954,4532,2025-09-25,2025-10-08
9554,6095,1631,2026-01-18,2026-02-05
9555,1673,54,2026-01-18,2026-02-12
9556,4107,788,2026-02-09,2026-02-19
9557,4773,3419,2026-03-01,2026-03-10
9558,2886,145,2025-10-13,2025-11-02
9559,6248,3645,2026-03-21,2026-03-26
9560,5828,2303,2025-08-22,
9561,1969,804,2026-05-22,
9562,7158,4607,2026-05-08,2026-05-30
9563,7573,3419,2026-02-20,2026-03-20
9564,3381,3899,2026-01-14,2026-01-19
9565,7431,4378,2026-01-11,
9566,1126,2718,2025-12-10,2025-12-15
9567,5578,1868,2026-03-19,2026-04-14
9568,8317,2890,2026-03-19,2026-03-26
9569,6272,707,2025-07-09,2025-07-14
9570,8364,2545,2025-08-14,2025-09-06
9571,3968,3130,2026-02-18,
9572,5987,1314,2026-02-26,2026-03-17
9573,1657,2094,2025-06-29,
9574,8365,271,2025-10-11,2025-10-29
9575,5846,3210,2026-05-07,2026-05-28
9576,5691,4981,2026-01-22,2026-02-08
9577,9953,1065,2025-12-04,2025-12-10
9578,1267,1403,2026-05-07,2026-05-15
9579,8426,67,2025-06-26,2025-07-14
9580,2353,766,2026-02-17,2026-02-24
9581,3180,1132,2026-06-13,2026-06-14
9582,5615,4670,2026-05-23,2026-06-08
9583,7383,4770,2026-04-13,2026-05-03
9584,4015,521,2026-06-09,2026-06-26
9585,5886,3313,2026-03-06,
9586,8580,258,2026-01-21,2026-02-13
9587,4153,543,2026-06-13,2026-06-20
9588,6861,361,2026-04-22,2026-05-21
9589,2460,714,2026-02-28,2026-03-18
9590,8255,4745,2025-11-29,2025-12-07
9591,2265,1215,2026-05-08,2026-05-19
9592,7063,2700,2026-03-22,2026-04-17
9593,7792,2052,2025-10-17,2025-11-12
9594,9606,1464,2025-08-18,2025-09-14
9595,4037,2041,2025-08-19,2025-08-31
9596,2556,2084,2026-05-21,2026-06-14
9597,6671,2023,2025-07-18,2025-07-25
9598,5333,997,2025-08-18,2025-08-25
9599,6955,4962,2025-11-21,2025-12-11
9600,7338,3697,2025-07-09,2025-07-16
9601,7191,642,2025-07-10,
9602,101,1755,2026-05-25,2026-06-06
9603,9832,1168,2025-11-15,2025-12-14
9604,6686,2884,2026-01-12,2026-01-31
9605,9357,4029,2025-09-17,2025-10-17
9606,358,428,2025-08-13,2025-09-12
9607,7647,853,2026-06-03,2026-07-01
9608,1005,4616,2026-04-01,2026-04-11
9609,6772,3016,2025-09-03,2025-09-30
9610,7363,1245,2026-05-30,2026-06-19
9611,5261,3493,2025-10-31,2025-11-04
9612,1316,3879,2026-04-19,
9613,5256,4531,2026-01-31,
9614,664,158,2026-01-22,2026-01-30
9615,8294,1546,2025-11-05,2025-11-27
9616,6748,2876,2026-03-25,2026-04-07
9617,1257,1314,2025-09-16,2025-10-02
9618,9954,1153,2026-03-30,
9619,228,3967,2025-11-20,2025-12-10
9620,5023,3511,2026-03-24,
9621,7202,3492,2025-09-20,
9622,6164,1247,2025-10-09,2025-10-21
9623,6332,3641,2025-07-18,2025-08-14
9624,1081,4465,2025-11-14,2025-12-02
9625,6045,4069,2026-04-13,2026-04-17
9626,7201,3777,2025-10-17,2025-11-06
9627,6793,1280,2026-06-10,
9628,8781,714,2026-05-01,2026-05-30
9629,5832,347,2025-07-20,2025-08-08
9630,7976,385,2026-03-29,2026-04-15
9631,7467,2052,2025-07-23,2025-07-25
9632,7950,91,2026-02-02,2026-02-20
9633,7408,3070,2025-09-23,2025-09-27
9634,702,221,2025-10-30,2025-11-24
9635,1808,1783,2026-01-23,2026-02-17
9636,61,3187,2025-11-08,2025-12-06
9637,741,180,2026-01-27,2026-01-29
9638,772,862,2026-01-17,
9639,7300,3896,2025-10-27,2025-11-08
9640,8002,3972,2025-10-05,2025-10-30
9641,3193,440,2025-07-18,2025-07-31
9642,1044,1646,2025-08-12,2025-08-26
9643,7708,3183,2026-05-22,2026-06-10
9644,3529,2789,2025-12-06,2025-12-13
9645,3025,502,2025-11-01,
9646,1207,1256,2026-02-08,2026-03-04
9647,625,3378,2025-12-28,2025-12-29
9648,5578,1487,2025-11-06,2025-12-04
9649,2896,4654,2026-01-21,2026-01-25
9650,9821,1286,2025-12-28,2026-01-02
9651,1651,3814,2026-06-09,2026-06-10
9652,8430,4511,2025-06-23,2025-07-16
9653,989,1993,2026-04-04,2026-04-20
9654,3737,2660,2025-11-22,2025-12-11
9655,9213,2817,2026-01-29,2026-02-19
9656,5763,766,2025-09-27,2025-10-09
9657,9115,2582,2025-09-11,
9658,5780,185,2025-08-17,2025-08-25
9659,5568,342,2026-01-03,2026-01-27
9660,5590,1490,2025-12-02,2025-12-29
9661,771,1251,2026-06-02,2026-06-24
9662,5453,3166,2026-02-12,2026-03-12
9663,1300,4281,2026-03-09,2026-03-18
9664,2579,2409,2025-07-29,2025-08-03
9665,1425,222,2025-07-01,2025-07-19
9666,5210,3243,2026-03-30,2026-04-21
9667,6029,3297,2025-11-07,2025-11-26
9668,1263,3189,2025-12-07,2025-12-23
9669,7242,4789,2025-11-17,2025-12-08
9670,1332,1069,2025-09-08,2025-09-20
9671,4910,2514,2025-07-16,2025-08-02
9672,8897,1618,2025-11-26,
9673,4535,4838,2025-07-14,2025-08-02
9674,7908,1317,2025-10-05,
9675,6783,2161,2025-10-29,2025-11-22
9676,4215,512,2025-08-15,
9677,5668,3028,2025-11-11,2025-11-30
9678,7186,811,2026-05-06,2026-05-14
9679,8636,4189,2025-07-03,
9680,1912,4630,2026-03-18,2026-03-29
9681,7177,185,2026-03-02,2026-03-15
9682,7037,17,2026-01-13,2026-02-10
9683,8317,3297,2025-10-15,2025-10-21
9684,5385,2847,2026-01-06,
9685,4734,4929,2026-03-09,2026-03-28
9686,681,4821,2025-12-16,2025-12-21
9687,5382,502,2026-01-27,2026-02-23
9688,2534,936,2026-03-15,2026-04-05
9689,6200,3275,2025-09-16,2025-09-21
9690,9053,3411,2026-04-01,2026-04-27
9691,4510,97,2025-08-11,2025-09-01
9692,5574,1581,2026-03-10,
9693,1671,125,2026-02-17,2026-03-15
9694,5093,2083,2026-05-10,2026-05-18
9695,1508,3541,2026-01-24,2026-02-09
9696,7874,3565,2025-07-07,
9697,5512,4968,2026-05-11,2026-06-05
9698,9483,3861,2025-09-25,
9699,4993,4634,2025-06-20,
9700,1966,3155,2025-08-28,
9701,7716,3842,2025-10-17,2025-11-04
9702,912,3896,2025-07-05,2025-07-09
9703,2294,4084,2026-04-11,2026-05-11
9704,632,3078,2026-05-31,2026-06-03
9705,6184,3787,2025-07-17,2025-08-02
9706,838,3537,2025-06-17,2025-06-27
9707,1687,279,2025-12-24,2026-01-14
9708,9144,3378,2025-08-21,2025-09-19
9709,3622,1136,2025-08-15,2025-08-21
9710,4404,158,2025-11-22,2025-12-10
9711,4452,1173,2026-06-01,2026-06-20
9712,4752,2973,2026-02-15,2026-03-09
9713,7586,2399,2025-07-28,2025-08-10
9714,6825,3905,2026-04-21,2026-05-10
9715,5211,3320,2025-10-08,2025-10-13
9716,8718,3695,2026-04-04,2026-05-04
9717,5237,514,2025-11-03,2025-11-27
9718,748,1050,2025-06-17,2025-07-13
9719,6826,13,2026-04-02,2026-04-18
9720,165,487,2026-01-01,2026-01-23
9721,1181,699,2026-06-08,2026-07-08
9722,3902,2295,2026-01-15,2026-02-03
9723,7218,3070,2026-01-08,2026-02-06
9724,4684,3519,2026-04-09,2026-05-08
9725,6211,1411,2026-05-21,2026-05-22
9726,3421,1560,2025-06-29,2025-07-12
9727,8736,2309,2025-10-23,
9728,9154,2701,2025-10-30,
9729,4451,1017,2026-06-12,2026-06-20
9730,5380,561,2026-03-13,2026-03-31
9731,9772,920,2025-10-12,2025-11-05
9732,5492,2988,2025-09-05,2025-09-12
9733,618,2180,2026-03-24,2026-04-05
9734,9394,4503,2025-11-17,2025-12-07
9735,6140,2852,2026-02-05,
9736,2800,4122,2026-05-26,2026-06-20
9737,9050,2723,2025-06-22,2025-07-16
9738,6747,4629,2025-06-29,2025-07-19
9739,1987,4771,2025-10-14,
9740,4989,1041,2025-11-29,2025-11-30
9741,3574,4983,2026-03-04,2026-04-02
9742,1132,285,2026-03-04,2026-03-31
9743,1498,2495,2026-02-09,2026-02-12
9744,5012,2345,2025-11-26,2025-11-27
9745,2453,1963,2025-11-17,2025-11-22
9746,6380,2964,2026-02-04,2026-03-02
9747,6453,2397,2026-02-09,
9748,8091,42,2026-02-15,2026-02-25
9749,2620,1570,2025-10-23,2025-10-30
9750,7818,2654,2026-03-31,2026-04-05
9751,5350,626,2026-03-22,2026-04-16
9752,4173,674,2025-08-07,2025-08-30
9753,5728,4037,2025-09-20,2025-10-09
9754,2307,2346,2025-10-20,2025-11-10
9755,981,1185,2026-02-28,2026-03-27
9756,5336,3926,2025-08-01,2025-08-31
9757,9599,1977,2025-08-21,2025-09-10
9758,3884,3274,2025-07-11,2025-08-08
9759,10000,3565,2025-07-28,2025-08-20
9760,9242,4388,2025-08-14,2025-09-03
9761,648,2457,2026-06-04,2026-06-24
9762,3298,3850,2026-06-10,2026-06-18
9763,5060,363,2026-02-10,2026-02-16
9764,3930,3948,2025-12-29,2026-01-02
9765,1962,3699,2025-09-05,
9766,3479,2497,2026-03-27,2026-04-07
9767,7341,1445,2025-09-11,2025-09-13
9768,9574,2052,2026-03-07,2026-03-29
9769,8644,3307,2025-11-11,2025-11-14
9770,3071,2769,2025-11-29,2025-12-27
9771,9153,2117,2025-10-14,2025-11-11
9772,7664,1132,2025-08-25,2025-09-02
9773,3203,4993,2025-10-30,
9774,5585,4816,2026-01-18,2026-01-31
9775,9024,1755,2026-02-04,2026-02-14
9776,8639,654,2026-02-13,2026-03-03
9777,5212,1548,2026-04-10,2026-04-12
9778,9117,2292,2025-12-10,2025-12-30
9779,3101,3519,2026-04-27,2026-05-02
9780,1050,2706,2026-03-07,2026-03-23
9781,5995,3070,2025-07-27,2025-08-12
9782,2646,4725,2025-07-31,2025-08-29
9783,280,1551,2025-08-09,
9784,5836,3726,2025-10-12,2025-10-19
9785,9983,4629,2025-11-01,2025-11-29
9786,6505,625,2025-11-21,2025-12-01
9787,4391,402,2026-02-14,2026-02-15
9788,4880,3321,2026-05-22,2026-06-01
9789,5035,4985,2026-05-19,2026-06-16
9790,3604,2992,2025-12-02,2025-12-11
9791,1505,466,2026-05-19,2026-06-13
9792,7195,4576,2025-10-03,2025-11-02
9793,6600,1022,2026-01-12,2026-01-31
9794,7415,112,2026-01-02,2026-01-09
9795,1056,3205,2025-06-22,2025-07-03
9796,5230,4575,2025-12-13,
9797,3870,740,2026-01-10,2026-01-28
9798,1016,1483,2026-01-18,2026-01-20
9799,4387,2118,2025-09-06,2025-10-03
9800,2513,4209,2026-06-04,
9801,7786,3026,2025-09-18,2025-09-29
9802,575,3128,2026-01-13,
9803,5331,3309,2025-12-09,2025-12-12
9804,6760,2947,2025-12-25,2026-01-05
9805,1596,2159,2025-12-17,2026-01-01
9806,7332,4742,2026-03-26,2026-04-25
9807,8352,2234,2026-01-31,2026-02-17
9808,4241,2577,2025-06-21,2025-07-14
9809,9152,3086,2026-03-21,2026-04-19
9810,4824,2874,2025-06-27,2025-07-01
9811,9104,65,2025-10-09,2025-10-14
9812,5701,4931,2025-07-22,
9813,4976,2805,2025-08-22,
9814,7882,2502,2025-06-23,2025-07-20
9815,1110,4641,2026-01-30,2026-02-12
9816,194,1989,2026-05-16,2026-05-22
9817,8100,4861,2026-06-04,2026-06-27
9818,3624,1286,2025-06-14,2025-07-11
9819,1206,3840,2026-05-16,2026-06-07
9820,2919,2468,2026-03-20,2026-03-22
9821,9984,4313,2025-10-19,2025-11-01
9822,184,3224,2026-06-04,2026-06-20
9823,2630,1327,2025-10-28,2025-11-19
9824,8179,211,2026-03-11,2026-03-29
9825,1384,4587,2025-06-26,
9826,7227,4834,2025-06-27,2025-06-28
9827,9048,4098,2026-04-27,2026-05-01
9828,8902,217,2026-03-03,2026-03-27
9829,3162,2769,2026-03-13,2026-03-30
9830,6002,1485,2025-07-29,2025-07-30
9831,962,19,2025-08-09,2025-09-02
9832,3692,363,2026-01-06,2026-01-09
9833,886,491,2025-10-18,2025-11-09
9834,4939,1831,2026-02-19,2026-03-07
9835,9347,2407,2025-11-12,2025-11-17
9836,7952,3201,2025-11-27,2025-12-04
9837,2214,2398,2026-03-20,
9838,7335,363,2026-02-12,2026-02-24
9839,8819,1087,2026-04-26,2026-05-10
9840,3020,4663,2025-11-08,2025-11-29
9841,1361,3297,2026-01-02,2026-01-18
9842,4955,2523,2026-01-29,2026-01-31
9843,7261,3078,2025-12-20,2026-01-03
9844,8970,108,2025-07-19,
9845,4212,914,2025-08-23,
9846,1196,1231,2026-04-05,2026-04-23
9847,290,1687,2025-09-09,2025-10-09
9848,6908,87,2025-08-10,2025-09-05
9849,6610,4178,2025-12-26,2026-01-17
9850,3614,3119,2025-11-11,2025-11-14
9851,9995,4621,2026-05-23,2026-06-04
9852,2713,4623,2026-05-24,2026-06-03
9853,5611,128,2025-11-24,
9854,7818,4720,2025-06-23,
9855,5482,4899,2026-04-10,2026-04-16
9856,4557,765,2025-12-11,
9857,2921,4112,2025-08-12,2025-08-24
9858,8547,4962,2026-03-21,2026-03-26
9859,4790,972,2026-05-19,2026-06-01
9860,3983,3871,2025-12-29,
9861,2664,1231,2025-09-26,2025-10-22
9862,7909,1699,2025-10-18,2025-11-15
9863,5881,262,2026-03-31,2026-04-08
9864,7629,1855,2025-12-05,2025-12-21
9865,6942,406,2026-01-12,2026-01-13
9866,3000,4268,2026-05-01,2026-05-14
9867,5530,3845,2026-01-30,2026-02-08
9868,5773,1281,2026-01-03,2026-01-21
9869,5476,4548,2026-03-04,
9870,3566,2418,2025-11-25,2025-12-23
9871,3134,3147,2026-02-03,2026-02-20
9872,4760,2773,2026-06-14,2026-06-21
9873,5067,676,2026-01-26,2026-01-29
9874,7155,552,2026-06-04,2026-06-19
9875,539,1925,2025-06-23,2025-07-18
9876,9456,3255,2025-08-28,2025-09-23
9877,4461,4112,2026-04-27,2026-05-05
9878,1831,4929,2026-05-11,2026-06-08
