id_avaliacao,id_usuario,id_livro,nota,comentario,data_avaliacao
2042,8194,3327,3,Tempo silencio,2025-07-17
2043,2776,1783,5,Luz mundo,2025-11-15
2044,6258,3002,3,Sombra sombra leitura,2025-07-07
2045,3194,1774,2,Vento dados silencio,2026-02-04
2046,4938,2434,3,Sonho mundo vento,2025-11-08
2047,6591,2205,4,Mundo mar mundo,2025-12-10
2048,6933,2953,3,Dados silencio dados tempo,2025-07-18
2049,6691,3619,4,Leitura luz vento vento,2026-01-20
2050,3947,2973,3,Mundo leitura,2025-11-26
2051,9761,4234,4,Luz historia historia fogo,2026-02-22
2052,1345,3932,2,Tempo sonho vento luz,2026-03-22
2053,3443,4150,3,Sonho sonho,2025-10-02
2054,2668,3255,4,Tempo leitura sombra,2026-05-06
2055,5015,863,3,Cidade silencio mar mundo,2025-09-23
2056,4488,3382,4,Historia silencio fogo cidade,2025-12-10
2057,3561,262,4,Fogo leitura mundo historia,2025-10-13
2058,1138,1995,2,Mundo sonho historia leitura,2026-01-28
2059,8308,3039,5,Mar memoria silencio,2025-10-02
2060,153,2508,4,Luz sombra sombra luz,2025-08-07
2061,9753,1414,4,Memoria mar leitura,2025-09-18
2062,9613,4380,4,Silencio historia vento tempo,2025-08-16
2063,9923,2041,4,Luz mundo leitura luz,2025-11-04
2064,2636,1306,5,Sonho leitura cidade sombra,2025-09-03
2065,1720,4670,5,Historia mundo,2025-11-24
2066,9925,4273,3,Mar leitura sombra,2025-10-25
2067,4846,3968,4,Sombra historia historia,2026-05-06
2068,5605,415,5,Mundo memoria,2025-08-21
2069,7164,1910,5,Tempo leitura,2026-02-06
2070,7582,3475,4,Vento tempo memoria mar,2026-01-20
2071,7636,4586,5,Dados mar luz,2026-06-08
2072,3416,975,4,Luz tempo vento dados,2026-04-16
2073,2032,1449,2,Historia dados fogo mar,2025-12-17
2074,4554,4670,5,Cidade memoria,2025-09-23
2075,4578,1054,5,Silencio mar,2026-05-20
2076,8893,2165,3,Dados sonho,2025-12-12
2077,9891,3646,5,Silencio silencio memoria silencio,2025-12-16
2078,285,3923,5,Sonho leitura silencio,2026-05-16
2079,9151,1748,4,Leitura mundo,2026-02-02
2080,2310,4037,5,Sonho historia leitura mar,2025-08-26
2081,3224,3144,3,Memoria tempo tempo cidade,2026-05-03
2082,3801,462,2,Memoria cidade,2025-11-10
2083,5627,2881,2,Cidade cidade historia,2026-04-24
2084,893,473,3,Cidade sombra silencio memoria,2025-07-07
2085,5328,1120,3,Mar dados silencio,2025-08-05
2086,6747,4007,4,Luz luz cidade,2025-07-14
2087,6473,1510,2,Vento historia fogo leitura,2026-01-12
2088,4718,3439,5,Historia fogo,2025-12-30
2089,2296,1156,5,Historia luz leitura,2026-04-30
2090,5656,4137,2,Vento sonho,2025-11-09
2091,1270,1364,5,Luz silencio,2025-07-19
2092,3114,2842,1,Dados silencio cidade,2025-08-17
2093,7085,2089,3,Sombra fogo historia,2025-08-17
2094,5999,4467,5,Dados luz sonho sonho,2026-01-31
2095,8318,3581,5,Historia dados memoria memoria,2025-08-23
2096,125,4987,1,Luz mar sonho luz,2026-02-23
2097,3675,4098,4,Sonho luz luz memoria,2025-07-16
2098,3076,4551,4,Luz sonho luz,2025-08-17
2099,3427,4577,5,Dados mundo,2025-12-06
2100,5835,2287,3,Luz vento sonho,2025-11-20
2101,5617,128,5,Tempo mundo vento,2026-05-23
2102,7109,4914,4,Luz vento leitura vento,2025-07-06
2103,8547,2603,3,Sonho silencio,2025-11-20
2104,2995,2215,4,Leitura mar,2026-04-25
2105,7402,4485,2,Memoria leitura,2026-01-07
2106,93,3933,2,Memoria mar memoria,2025-08-28
2107,4269,905,3,Mar memoria memoria,2025-07-24
2108,965,4962,3,Historia historia leitura vento,2026-05-28
2109,64,1871,3,Tempo tempo memoria,2026-06-03
2110,2438,915,4,Historia sonho silencio,2025-12-12
2111,5970,674,5,Memoria mundo mundo historia,2025-12-29
2112,508,2505,5,Mundo historia,2025-09-29
2113,3411,1618,2,Mundo mundo vento,2026-03-20
2114,4593,3070,2,Sonho luz cidade cidade,2026-03-01
2115,5346,4623,4,Tempo leitura sombra,2025-11-20
2116,870,4742,5,Sonho memoria,2025-06-28
2117,1033,4962,3,Tempo fogo tempo sombra,2026-05-28
2118,6482,3415,3,Fogo luz cidade,2026-04-17
2119,9203,2364,5,Luz fogo silencio,2025-10-01
2120,3472,3019,3,Dados vento leitura,2025-11-27
2121,2734,1158,3,Tempo sonho fogo mundo,2026-01-21
2122,2713,438,4,Luz tempo fogo,2026-01-15
2123,3862,1176,3,Fogo vento,2026-02-03
2124,7622,1234,4,Tempo dados sonho tempo,2025-12-14
2125,9573,4507,3,Leitura silencio mundo sonho,2026-06-10
2126,8976,1231,4,Memoria leitura,2025-06-30
2127,2989,3854,4,Tempo vento memoria sombra,2026-01-11
2128,8272,3224,4,Leitura vento sombra,2025-06-15
2129,2371,972,4,Cidade tempo fogo,2025-10-10
2130,1171,4451,2,Memoria sombra sonho leitura,2025-09-24
2131,7626,3645,3,Mundo tempo,2026-04-04
2132,8700,4605,4,Mar leitura sombra,2026-06-11
2133,4785,363,5,Luz sombra silencio,2026-06-07
2134,3925,1268,4,Dados fogo vento mar,2026-03-26
2135,1369,4637,1,Vento mundo,2025-06-24
2136,6146,3852,7,Sonho memoria memoria leitura,2026-04-26
2137,7328,2346,5,Mundo sombra silencio mar,2025-12-14
2138,6468,1600,4,Silencio luz vento,2025-07-27
2139,3748,198,2,Memoria sombra silencio,2026-04-05
2140,2697,1922,3,Mundo historia,2026-03-22
2141,5761,4084,4,Luz leitura luz,2026-01-28
2142,5119,1498,5,Leitura silencio,2026-04-15
2143,8537,2554,3,Vento mar luz historia,2025-07-20
2144,5787,689,4,Leitura fogo sonho,2025-11-27
2145,87,4644,5,Cidade mundo,2025-08-12
2146,6313,1821,4,Fogo vento,2026-02-13
2147,457,3896,4,Sombra fogo vento sombra,2025-11-12
2148,6992,1910,5,Tempo mar silencio silencio,2025-12-28
2149,5442,3139,5,Sombra leitura luz,2026-03-29
2150,6856,1456,4,Tempo historia dados luz,2026-03-14
2151,7312,858,3,Vento sonho memoria luz,2026-04-11
2152,5834,2094,7,Luz memoria silencio,2026-04-11
2153,3101,906,2,Sombra sonho,2025-11-24
2154,9816,2948,4,Mundo tempo luz tempo,2025-11-30
2155,3978,2604,3,Silencio memoria,2026-04-20
2156,9627,2520,4,Memoria cidade,2026-01-26
2157,7129,212,3,Mar silencio fogo leitura,2026-02-14
2158,9132,1093,4,Tempo historia,2025-10-17
2159,268,1800,4,Tempo historia cidade luz,2025-08-04
2160,7783,4962,3,Historia mar mar silencio,2026-01-03
2161,2376,1900,3,Fogo cidade tempo silencio,2025-12-30
2162,8214,2610,4,Memoria sombra,2025-07-11
2163,6804,4176,5,Memoria sonho,2025-10-14
2164,618,885,3,Memoria sonho cidade,2026-01-01
2165,7449,674,4,Dados mundo,2026-05-11
2166,9989,3141,5,Leitura cidade,2026-04-28
2167,1368,4218,4,Sonho sombra historia,2025-07-22
2168,9350,3373,3,Mar sombra,2026-04-03
2169,8806,1819,1,Vento cidade luz,2026-06-10
2170,6498,4507,1,Cidade tempo,2025-11-26
2171,1322,927,4,Luz memoria leitura,2025-09-26
2172,5587,2508,4,Memoria vento dados,2026-02-22
2173,2965,3997,2,Cidade tempo mar cidade,2025-11-23
2174,138,2234,4,Sombra luz,2025-11-05
2175,9329,3091,3,Fogo sombra,2025-10-13
2176,2387,2500,5,Memoria sombra,2026-01-28
2177,568,1855,4,Silencio memoria memoria fogo,2026-02-13
2178,4860,3317,3,Mar leitura leitura memoria,2026-05-16
2179,8215,2203,5,Vento memoria,2026-03-21
2180,4351,4670,3,Fogo historia cidade mar,2025-09-25
2181,363,2964,2,Dados luz silencio,2026-03-17
2182,4956,2403,4,Vento tempo,2026-04-13
2183,8804,1414,4,Silencio cidade silencio cidade,2025-07-24
2184,8367,1231,3,Historia leitura,2026-02-01
2185,208,1458,3,Tempo dados luz,2026-01-04
2186,3623,3142,3,Mar mar sonho mundo,2025-08-04
2187,5806,3532,4,Sombra sombra tempo vento,2025-08-05
2188,4844,3646,3,Dados sombra cidade,2025-12-31
2189,6914,2763,4,Sonho mar luz,2026-01-16
2190,2352,198,2,Luz tempo mundo silencio,2025-11-15
2191,5913,4791,3,Sombra cidade fogo,2026-04-21
2192,2533,4709,4,Silencio leitura,2026-06-03
2193,4135,377,2,Fogo sombra historia,2025-06-16
2194,6901,2694,3,Luz silencio fogo fogo,2026-01-07
2195,669,788,3,Sombra tempo,2026-01-30
2196,6754,1591,5,Mundo memoria mundo memoria,2025-07-26
2197,8069,2399,4,Vento tempo,2026-05-23
2198,6637,2635,3,Mundo mar cidade,2026-04-22
2199,1576,1984,3,Vento memoria sombra historia,2025-08-23
2200,2725,1911,3,Fogo memoria leitura,2026-06-01
2201,4049,630,2,Fogo cidade luz leitura,2025-09-14
2202,9272,2604,2,Vento leitura fogo,2025-12-08
2203,5391,3411,4,Cidade sonho tempo,2026-04-15
2204,7914,4827,2,Cidade sonho,2025-07-14
2205,6727,2473,4,Luz fogo mundo leitura,2025-12-13
2206,9063,4848,4,Historia fogo,2026-05-30
2207,3458,4816,5,Cidade vento cidade dados,2026-01-10
2208,494,2832,5,Memoria historia fogo dados,2026-05-24
2209,2170,1597,3,Luz luz fogo,2026-06-04
2210,5228,4937,4,Dados dados mar cidade,2025-08-01
2211,8323,67,5,Historia leitura,2025-12-15
2212,7763,123,2,Mar dados,2025-12-02
2213,4419,376,4,Mundo luz,2026-02-12
2214,4475,1046,4,Dados fogo sonho vento,2026-05-05
2215,9620,2658,3,Vento memoria vento,2025-08-14
2216,2309,897,3,Sombra vento mar,2025-08-03
2217,9792,131,5,Memoria sonho,2026-05-15
2218,6873,4274,1,Vento historia,2026-06-09
2219,5653,2315,2,Silencio vento,2025-12-23
2220,7017,1911,5,Mar silencio mar,2025-07-10
2221,8904,3812,2,Luz mar mundo,2025-10-17
2222,8637,744,4,Historia sonho,2026-01-16
2223,9233,3675,3,Leitura tempo memoria,2025-09-09
2224,6692,1370,4,Cidade mar cidade fogo,2025-09-21
2225,538,3362,5,Vento sombra,2025-10-15
2226,6209,2808,4,Luz dados mundo,2025-08-27
2227,7215,4284,4,Dados mar sombra vento,2025-08-05
2228,3785,3128,5,Fogo cidade cidade luz,2025-10-02
2229,1481,1483,4,Mundo mundo mar,2025-06-17
2230,2731,1956,3,Mundo mundo vento fogo,2026-02-08
2231,596,2375,3,Vento sombra leitura mundo,2025-07-03
2232,6771,2973,3,Silencio vento cidade tempo,2026-02-17
2233,5728,4117,2,Luz mundo sonho,2025-12-02
2234,9067,3428,2,Cidade sonho,2025-12-25
2235,4712,377,3,Historia luz,2026-03-21
2236,2151,1555,2,Historia fogo mundo mar,2025-12-25
2237,6650,65,4,Mundo fogo,2026-03-19
2238,3653,1483,3,Leitura vento luz sonho,2026-04-02
2239,3167,3386,3,Mar fogo historia,2025-12-05
2240,4895,4193,3,Vento vento luz silencio,2025-09-02
2241,8088,527,5,Dados sombra,2026-04-24
2242,4911,1121,3,Luz fogo,2025-11-18
2243,484,1675,5,Sonho mar,2025-08-07
2244,2844,4519,3,Mar memoria luz dados,2026-05-25
2245,798,1653,4,Memoria dados,2025-11-17
2246,8694,3872,4,Historia mundo memoria leitura,2025-07-23
2247,1533,1945,3,Mar luz,2025-10-25
2248,1427,3447,3,Leitura cidade cidade,2026-04-25
2249,5548,1748,4,Sombra mundo,2025-07-14
2250,3413,1174,3,Luz historia leitura memoria,2026-04-16
2251,8285,150,2,Silencio luz,2025-10-25
2252,6874,1763,4,Mundo silencio mar,2025-08-20
2253,2730,1483,2,Leitura fogo dados,2026-03-16
2254,5651,2079,4,Vento cidade fogo mundo,2026-02-24
2255,9291,2499,3,Silencio luz,2026-05-14
2256,202,4725,3,Silencio fogo tempo sombra,2026-04-24
2257,6563,3646,4,Vento sombra,2026-02-14
2258,3579,4356,4,Historia tempo,2026-01-20
2259,6799,4447,5,Memoria memoria dados,2026-03-08
2260,7147,3601,3,Vento mar memoria,2025-07-14
2261,5442,134,3,Cidade mar,2025-08-04
2262,4845,4554,2,Silencio mundo cidade,2025-07-20
2263,541,2757,4,Silencio vento sonho,2026-02-13
2264,242,3703,5,Dados cidade luz,2026-06-09
2265,4526,1279,3,Tempo dados silencio leitura,2026-06-04
2266,223,3307,5,Luz vento memoria cidade,2026-05-29
2267,8147,3469,4,Sonho sombra,2025-10-20
2268,175,2723,3,Fogo mundo,2026-01-09
2269,9045,1675,5,Vento mundo memoria leitura,2025-07-23
2270,7110,3071,3,Fogo sombra tempo,2026-02-28
2271,1509,4029,2,Memoria tempo vento memoria,2025-11-07
2272,4302,3339,4,Mar leitura mundo mar,2025-12-19
2273,7706,1489,4,Mundo mundo silencio,2025-12-02
2274,5771,3734,2,Cidade memoria dados vento,2026-05-05
2275,8297,4940,3,Memoria memoria historia historia,2025-07-14
2276,3548,4673,3,Tempo sombra leitura dados,2025-12-25
2277,5629,4559,3,Vento mundo,2025-12-06
2278,9244,4692,5,Mundo sombra,2025-09-18
2279,2031,4098,4,Cidade sombra historia,2025-09-28
2280,9738,233,3,Luz sombra,2026-02-20
2281,805,1487,3,Sonho sonho sonho,2025-10-28
2282,5102,4675,3,Cidade mar,2025-10-24
2283,1036,1375,4,Cidade vento,2026-05-30
2284,7080,3450,4,Cidade memoria sombra mar,2025-08-12
2285,5056,3065,5,Historia historia,2026-05-11
2286,6545,489,3,Mar memoria,2026-03-29
2287,5134,1718,3,Mar cidade historia mundo,2025-08-02
2288,9221,2052,3,Tempo sombra cidade,2025-11-27
2289,6881,4882,3,Mar memoria,2025-08-10
2290,7553,3735,4,Mar mundo,2026-05-29
2291,5332,1157,4,Tempo silencio sonho,2025-09-27
2292,5786,1247,4,Tempo mundo dados,2026-03-11
2293,3620,2028,4,Luz sombra memoria cidade,2025-06-24
2294,810,1733,5,Luz sombra sombra,2026-04-26
2295,2695,1157,5,Dados mar sombra tempo,2026-01-11
2296,6108,4864,4,Cidade luz memoria mundo,2026-05-22
2297,114,548,3,Leitura luz memoria historia,2026-01-03
2298,2203,161,5,Mar memoria vento,2026-02-10
2299,590,587,1,Tempo leitura mar sonho,2025-11-06
2300,4565,470,4,Luz sonho vento historia,2025-11-11
2301,1389,4271,3,Leitura tempo mundo,2025-10-07
2302,145,527,4,Cidade fogo,2026-04-06
2303,9826,470,5,Dados sonho luz,2026-01-08
2304,1132,632,2,Leitura mundo historia historia,2026-06-02
2305,4651,1910,4,Tempo luz dados mar,2026-02-15
2306,9654,968,2,Memoria luz leitura luz,2026-03-27
2307,8183,1772,4,Fogo tempo vento,2026-01-24
2308,4953,1013,4,Historia mar luz,2025-09-05
2309,8457,2924,4,Luz sombra sombra,2025-08-17
2310,3647,4365,3,Mar luz fogo vento,2025-10-30
2311,1992,2844,2,Sombra vento,2026-02-20
2312,3608,1430,3,Mundo historia sonho,2026-03-05
2313,2878,1124,2,Mar luz,2025-11-02
2314,8535,4069,3,Vento leitura,2026-05-31
2315,2541,1481,3,Sonho tempo memoria,2026-01-06
2316,709,4670,5,Historia sonho,2025-09-25
2317,8608,339,5,Dados vento silencio luz,2025-09-20
2318,5862,943,2,Sombra mundo,2025-08-06
2319,8597,4444,4,Leitura mundo leitura tempo,2025-12-30
2320,84,795,5,Vento tempo historia,2025-08-21
2321,9030,3523,5,Luz fogo sonho mar,2025-09-03
2322,9152,2974,3,Tempo tempo dados mundo,2026-01-07
2323,6360,3872,5,Cidade luz tempo leitura,2025-06-17
2324,8669,1174,3,Luz tempo,2026-03-05
2325,1639,2872,5,Historia fogo,2025-09-01
2326,4471,4890,5,Vento sonho,2025-11-04
2327,6026,2739,5,Historia mundo,2025-06-26
2328,2398,1102,3,Dados luz leitura silencio,2026-04-03
2329,9064,1642,2,Mundo tempo mar dados,2026-01-12
2330,2180,997,2,Fogo dados fogo leitura,2026-05-18
2331,4468,2531,3,Sombra sombra,2026-01-28
2332,8666,4389,2,Leitura sonho sonho,2026-03-26
2333,5209,4663,3,Silencio mar,2025-09-07
2334,9060,4536,5,Mar historia mundo,2026-02-04
2335,7585,3523,4,Historia leitura,2025-12-04
2336,5633,4285,4,Memoria luz,2025-11-22
2337,4106,1817,4,Sonho mar,2025-08-08
2338,5453,3611,5,Sonho sombra,2025-08-23
2339,6138,1046,5,Memoria memoria memoria fogo,2025-10-13
2340,1484,221,4,Sonho silencio,2025-08-13
2341,2567,227,3,Sonho memoria,2026-03-17
2342,5488,161,4,Luz sombra silencio historia,2025-10-25
2343,9031,1855,4,Fogo leitura,2026-05-03
2344,3416,2276,5,Luz dados mar mundo,2025-11-11
2345,5850,2428,3,Sonho mundo sombra,2025-06-17
2346,5436,2284,4,Fogo cidade fogo luz,2026-02-15
2347,6101,2724,4,Historia luz,2025-07-03
2348,7506,1693,3,Tempo tempo,2026-05-10
2349,9853,4745,2,Vento silencio cidade sonho,2025-11-28
2350,5838,3347,4,Luz sonho,2025-10-31
2351,6237,1483,3,Cidade cidade,2025-10-12
2352,4399,3086,3,Sonho sonho,2026-03-06
2353,7749,4861,2,Historia silencio,2026-04-24
2354,3172,3473,3,Sonho memoria leitura cidade,2026-04-30
2355,6859,872,3,Luz mar luz,2025-07-16
2356,3962,3272,4,Leitura sonho dados,2026-01-23
2357,8986,1856,4,Historia silencio tempo silencio,2026-01-31
2358,1777,968,3,Silencio historia leitura leitura,2026-02-07
2359,7704,3054,4,Dados leitura sonho silencio,2026-03-15
2360,1115,288,2,Dados leitura mundo luz,2026-01-23
2361,7187,1658,2,Mundo leitura cidade,2025-11-09
2362,222,635,3,Silencio historia tempo mar,2025-12-03
2363,3145,3824,3,Silencio sonho historia leitura,2026-04-26
2364,8741,2052,3,Luz sombra,2025-12-15
2365,1606,3101,3,Historia tempo mundo sonho,2025-07-05
2366,4564,908,2,Fogo cidade leitura mundo,2025-11-14
2367,4122,4778,3,Fogo sonho memoria mar,2026-03-06
2368,7004,2232,4,Tempo cidade historia sombra,2026-02-09
2369,1583,3548,4,Sonho historia,2026-04-11
2370,8705,897,5,Luz dados,2026-05-12
2371,5185,4971,3,Fogo tempo,2025-09-29
2372,5864,4503,3,Leitura vento historia cidade,2025-07-14
2373,5637,718,5,Luz memoria,2025-07-04
2374,222,3477,2,Tempo luz,2025-12-25
2375,7770,1231,3,Tempo dados,2026-01-22
2376,8242,4993,4,Mar historia leitura,2025-11-11
2377,7188,2656,4,Sombra leitura mar,2025-07-26
2378,1315,4472,4,Leitura fogo,2025-07-06
2379,9954,4618,4,Sombra memoria,2026-01-31
2380,138,161,3,Leitura tempo,2026-04-03
2381,7620,404,4,Vento tempo memoria,2026-03-26
2382,2733,4931,3,Luz historia dados,2025-09-23
2383,7755,498,4,Leitura vento,2025-11-12
2384,4545,1534,5,Sombra dados mundo leitura,2026-01-18
2385,4441,2370,5,Leitura leitura silencio vento,2025-10-27
2386,4986,4670,4,Leitura leitura fogo,2025-12-05
2387,7092,1026,1,Dados sonho,2025-07-22
2388,728,4961,2,Vento fogo leitura tempo,2026-02-20
2389,1592,1489,3,Tempo historia,2025-07-30
2390,298,422,3,Tempo memoria vento memoria,2026-04-30
2391,6391,2096,3,Vento mundo mundo,2026-02-03
2392,6562,3884,2,Silencio sonho luz vento,2025-12-28
2393,6686,4112,3,Mundo mundo tempo vento,2026-05-13
2394,2184,1445,4,Vento tempo leitura sombra,2026-02-28
2395,9299,1536,4,Dados leitura luz memoria,2026-06-08
2396,3787,2941,5,Tempo sonho,2026-05-28
2397,7056,2371,3,Sombra sonho vento,2026-06-01
2398,3042,2948,5,Mar memoria sonho dados,2025-08-19
2399,889,1448,4,Cidade historia vento,2025-08-29
2400,8472,4531,5,Sombra cidade,2025-07-15
2401,3751,3480,3,Memoria sombra mundo,2026-04-28
2402,4208,1620,1,Fogo silencio cidade cidade,2026-02-27
2403,8265,4438,4,Luz memoria vento mundo,2025-09-15
2404,3650,4196,3,Sonho memoria tempo,2025-12-27
2405,6620,4810,3,Fogo vento historia mar,2025-12-17
2406,3592,3246,4,Fogo leitura luz,2025-06-22
2407,556,4205,4,Tempo luz cidade vento,2025-08-03
2408,9833,4117,2,Memoria mar tempo cidade,2026-05-31
2409,1068,3318,2,Silencio sonho mar,2026-06-02
2410,4970,795,2,Vento dados sonho cidade,2025-06-17
2411,4192,115,3,Cidade cidade dados leitura,2025-09-30
2412,3291,2203,4,Sombra sombra,2025-12-13
2413,8103,2508,5,Sonho historia sombra,2025-12-13
2414,1606,1907,3,Cidade tempo silencio luz,2026-04-28
2415,9239,2345,3,Cidade cidade sonho vento,2025-10-21
2416,294,2020,3,Tempo vento luz,2026-04-16
2417,7641,3646,4,Tempo leitura,2026-06-12
2418,7021,3322,4,Silencio luz silencio mar,2026-02-10
2419,9465,3748,5,Vento luz,2025-09-13
2420,5733,4803,3,Mar fogo,2026-02-21
2421,6571,610,1,Mar cidade fogo,2026-02-22
2422,5693,1318,5,Memoria mar silencio luz,2025-12-03
2423,2526,3399,4,Dados cidade luz sonho,2026-03-20
2424,4508,489,3,Sombra mar historia,2025-10-18
2425,8785,1936,4,Luz tempo leitura,2025-12-13
2426,1690,3777,4,Silencio cidade tempo,2025-07-25
2427,8649,4227,4,Mar cidade,2025-09-11
2428,1156,4263,2,Luz mar leitura silencio,2025-11-25
2429,9990,4413,4,Sonho mar vento memoria,2026-05-30
2430,4138,37,4,Silencio cidade vento sombra,2025-11-12
2431,2964,4817,4,Tempo mar vento,2026-01-23
2432,4802,1898,5,Leitura tempo silencio,2025-10-04
2433,3014,554,4,Sonho tempo,2025-07-27
2434,3712,352,4,Sonho leitura,2026-01-20
2435,9890,302,4,Mundo mundo historia vento,2025-08-20
2436,1829,1549,4,Historia vento mar mundo,2026-04-15
2437,4572,4336,5,Fogo sonho dados mundo,2026-05-02
2438,3250,150,2,Mar fogo tempo,2026-03-27
2439,3500,3297,3,Cidade luz vento,2026-02-10
2440,7040,2717,2,Historia historia sombra,2026-01-29
2441,8029,4750,3,Dados tempo historia,2026-02-22
2442,6568,4420,1,Memoria sonho,2026-04-16
2443,334,1888,2,Dados fogo sonho,2025-06-14
2444,8446,2767,4,Sonho tempo tempo vento,2026-02-17
2445,9014,3327,2,Sombra mar luz leitura,2026-01-17
2446,3248,2772,3,Silencio silencio,2026-05-11
2447,8080,2455,4,Sombra historia,2025-10-17
2448,3170,4679,5,Dados vento dados vento,2026-06-04
2449,2143,3217,5,Mar sombra,2026-03-02
2450,8652,2993,3,Dados dados mundo,2025-08-26
2451,8280,4977,3,Sombra leitura,2025-07-04
2452,9560,1975,3,Fogo vento,2026-03-15
2453,9177,1784,1,Sombra dados,2026-02-12
2454,3785,67,5,Memoria silencio tempo sombra,2026-06-03
2455,6635,795,2,Memoria mar silencio leitura,2026-01-22
2456,8204,958,3,Silencio mar mundo,2026-02-23
2457,5822,842,3,Fogo sonho leitura,2025-11-29
2458,2426,3523,3,Fogo sonho tempo vento,2025-11-29
2459,5726,3337,4,Luz silencio vento sombra,2025-10-20
2460,708,2028,4,Cidade fogo,2025-12-31
2461,8518,4519,3,Cidade fogo vento,2026-02-22
2462,2918,3164,4,Mundo dados silencio mar,2026-03-10
2463,6871,378,4,Mundo cidade leitura,2025-09-03
2464,3532,2244,4,Sonho sombra memoria,2026-03-25
2465,8395,1025,5,Luz mundo fogo,2025-08-28
2466,6499,1973,3,Sombra vento,2026-01-24
2467,2579,1688,4,Leitura silencio,2025-06-27
2468,1872,1075,4,Leitura tempo,2025-12-28
2469,1860,2078,2,Tempo sonho cidade,2025-09-26
2470,5614,2950,4,Leitura dados silencio,2025-08-10
2471,191,2339,4,Mundo leitura,2025-10-06
2472,9101,795,3,Fogo memoria historia,2025-09-18
2473,4417,162,5,Cidade fogo mar dados,2026-03-10
2474,5562,1521,4,Historia mar,2025-07-12
2475,9924,1414,5,Leitura leitura,2025-06-25
2476,7783,1563,3,Dados historia fogo,2026-03-15
2477,2210,4204,5,Cidade mundo vento leitura,2026-01-21
2478,9412,103,3,Mundo leitura fogo mar,2026-02-13
2479,5918,1403,3,Historia mundo historia cidade,2025-11-15
2480,9637,1126,3,Silencio memoria,2026-04-01
2481,9808,4131,4,Mar vento luz,2025-07-27
2482,4451,3197,3,Cidade luz memoria silencio,2025-08-12
2483,5112,1744,4,Vento dados,2025-12-04
2484,7570,3065,5,Silencio mar sonho luz,2026-01-29
2485,8748,876,4,Silencio luz,2025-06-18
2486,6896,1483,3,Mar fogo tempo luz,2025-06-23
2487,5054,1644,4,Sonho leitura,2026-02-13
2488,6701,99,4,Silencio sombra memoria memoria,2026-03-19
2489,1056,1528,2,Dados memoria memoria mar,2026-04-16
2490,8682,3743,4,Cidade historia historia,2026-03-23
2491,6894,1818,1,Sombra silencio sonho mundo,2026-02-08
2492,6369,3424,4,Leitura luz sombra historia,2026-01-23
2493,5376,1360,4,Mar mar historia mundo,2025-12-23
2494,5906,4002,3,Sonho fogo,2026-04-19
2495,9750,391,4,Sombra historia,2025-11-14
2496,6302,3084,3,Luz dados luz,2025-10-14
2497,6878,591,4,Dados historia,2025-09-17
2498,2484,161,3,Tempo silencio mundo,2025-08-08
2499,5842,4824,4,Dados historia luz silencio,2026-01-09
2500,9295,554,4,Cidade fogo historia,2026-06-02
2501,8411,279,3,Fogo leitura,2025-11-23
2502,7391,1672,5,Silencio sombra mar leitura,2026-05-09
2503,522,2346,2,Fogo cidade fogo,2026-01-09
2504,2540,3411,5,Historia fogo,2026-03-10
2505,6164,4970,4,Sombra cidade mar,2026-02-12
2506,8887,164,3,Fogo leitura memoria sonho,2025-07-11
2507,4288,2800,4,Mar sombra vento,2026-03-09
2508,3787,1169,3,Mundo memoria leitura,2025-11-19
2509,4337,3199,5,Historia memoria,2025-09-11
2510,1862,750,4,Sombra mundo mar memoria,2025-11-10
2511,8106,287,4,Luz fogo,2025-12-13
2512,5958,689,3,Memoria dados leitura historia,2025-09-11
2513,1468,114,3,Luz fogo fogo mar,2026-04-13
2514,7317,4587,4,Memoria tempo dados dados,2026-05-03
2515,996,1518,4,Silencio mundo sombra,2025-09-08
2516,4678,1358,5,Leitura leitura,2025-08-13
2517,9263,1364,3,Sonho memoria,2025-08-10
2518,2068,2190,4,Tempo memoria memoria,2025-10-07
2519,6446,2290,3,Fogo cidade historia luz,2025-08-18
2520,5003,3540,1,Historia cidade dados,2025-07-08
2521,3082,4722,3,Cidade tempo,2025-06-19
2522,4272,674,5,Sonho memoria,2025-11-07
2523,4533,1747,4,Vento cidade silencio,2025-11-26
2524,8076,3232,3,Silencio mundo luz dados,2026-04-11
2525,9223,4882,4,Tempo mar,2025-10-21
2526,1658,1314,5,Leitura mundo,2026-03-25
2527,3164,4029,2,Vento sombra silencio sonho,2025-07-16
2528,8086,82,3,Sombra mar tempo luz,2025-12-01
2529,8963,985,4,Vento dados mundo sombra,2026-05-31
2530,673,3566,5,Sonho mar,2026-05-15
2531,8442,618,4,Memoria cidade leitura cidade,2025-12-07
2532,9788,4861,2,Mundo dados,2025-09-24
2533,6697,1931,4,Fogo dados mundo,2026-02-22
2534,811,4221,4,Sonho historia,2025-10-26
2535,7259,2531,2,Tempo memoria fogo,2025-08-25
2536,6424,27,4,Vento tempo,2026-04-29
2537,1468,4931,3,Dados cidade,2025-06-30
2538,2680,128,5,Mar mundo leitura silencio,2025-10-20
2539,2952,2203,5,Mar sombra historia,2026-03-11
2540,4163,1911,5,Sonho vento silencio,2025-09-13
2541,9381,1825,4,Luz memoria,2025-09-24
2542,4619,82,4,Mar sombra vento,2026-03-26
2543,7199,1877,4,Silencio leitura vento silencio,2025-08-03
2544,6936,2282,2,Silencio memoria leitura luz,2025-08-21
